patch1,patch2,annotated
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202106050946389/patches_img1/tiles_202106050946389_36480_39360.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201604150935079/patches_img1/tiles_201604150935079_35520_36480.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201604150935079/patches_img1/tiles_201604150935079_13440_17280.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938593/patches_img1/tiles_202209040938593_16320_20480.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201307050942224_201307050942356/patches_img1/tiles_201307050942224_04480_11520.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201307050942224_201307050942356/patches_img2/tiles_201307050942356_04480_11520.PNG,False
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202106050946271_202106050946506/patches_img1/tiles_202106050946271_31360_36160.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202106050946271_202106050946506/patches_img2/tiles_202106050946506_31360_36160.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938593/patches_img1/tiles_202209040938593_40960_45440.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img1/tiles_202210190942078_40960_44480.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img2/tiles_202210190942261_40960_44480.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202206170946291/patches_img1/tiles_202206170946291_14080_21440.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201903240931489/patches_img1/tiles_201903240931489_08320_10560.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201804260934590/patches_img1/tiles_201804260934590_00320_06080.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201807250942278_201808080935319/patches_img1/tiles_201807250942278_05440_03520.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201807250942278_201808080935319/patches_img2/tiles_201808080935319_05440_03520.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209300938179_202209300938365/patches_img1/tiles_202209300938179_23360_32320.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209300938179_202209300938365/patches_img2/tiles_202209300938365_23360_32320.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209300938179_202209300938365/patches_img1/tiles_202209300938179_06080_03200.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209300938179_202209300938365/patches_img2/tiles_202209300938365_06080_03200.PNG,False
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201307060936294/patches_img1/tiles_201307060936294_35520_36480.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209300938470_202209300939059/patches_img1/tiles_202209300938470_04800_05440.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209300938470_202209300939059/patches_img2/tiles_202209300939059_04800_05440.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201307060936294/patches_img1/tiles_201307060936294_34560_35200.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202109040946358/patches_img1/tiles_202109040946358_32320_31040.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img1/tiles_202210190942078_06080_09280.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img2/tiles_202210190942261_06080_09280.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202109040946358/patches_img1/tiles_202109040946358_29440_28800.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201604150935079/patches_img1/tiles_201604150935079_04160_04800.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202106050946389/patches_img1/tiles_202106050946389_30080_34560.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938593/patches_img1/tiles_202209040938593_44480_48320.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938219_202209040938405/patches_img1/tiles_202209040938219_34880_40320.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938219_202209040938405/patches_img2/tiles_202209040938405_34880_40320.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201903240931489/patches_img1/tiles_201903240931489_01920_06400.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202106050946389/patches_img1/tiles_202106050946389_32960_37120.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201804260934590/patches_img1/tiles_201804260934590_03520_10240.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201903240931489/patches_img1/tiles_201903240931489_02240_08960.PNG,,False
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img1/tiles_202210190942078_32960_38720.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img2/tiles_202210190942261_32960_38720.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202106050946389/patches_img1/tiles_202106050946389_13440_19520.PNG,,False
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938219_202209040938405/patches_img1/tiles_202209040938219_23040_32640.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938219_202209040938405/patches_img2/tiles_202209040938405_23040_32640.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938219_202209040938405/patches_img1/tiles_202209040938219_16000_24320.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938219_202209040938405/patches_img2/tiles_202209040938405_16000_24320.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201604150935079/patches_img1/tiles_201604150935079_35840_37760.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202106050946271_202106050946506/patches_img1/tiles_202106050946271_29440_34560.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202106050946271_202106050946506/patches_img2/tiles_202106050946506_29440_34560.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201307050942224_201307050942356/patches_img1/tiles_201307050942224_03840_08960.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201307050942224_201307050942356/patches_img2/tiles_201307050942356_03840_08960.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202106050946389/patches_img1/tiles_202106050946389_28480_32000.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201606050943004_201606060935000/patches_img1/tiles_201606050943004_03840_09920.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201606050943004_201606060935000/patches_img2/tiles_201606060935000_03840_09920.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202106050946271_202106050946506/patches_img1/tiles_202106050946271_42880_43520.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202106050946271_202106050946506/patches_img2/tiles_202106050946506_42880_43520.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201606050943004_201606060935000/patches_img1/tiles_201606050943004_00960_07360.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201606050943004_201606060935000/patches_img2/tiles_201606060935000_00960_07360.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201604150935079/patches_img1/tiles_201604150935079_31680_33920.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209300938470_202209300939059/patches_img1/tiles_202209300938470_02560_04800.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209300938470_202209300939059/patches_img2/tiles_202209300939059_02560_04800.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201604150935079/patches_img1/tiles_201604150935079_14080_16000.PNG,,False
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202206170946291/patches_img1/tiles_202206170946291_37120_40640.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938219_202209040938405/patches_img1/tiles_202209040938219_37120_42240.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938219_202209040938405/patches_img2/tiles_202209040938405_37120_42240.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202206170946291/patches_img1/tiles_202206170946291_06080_09920.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938593/patches_img1/tiles_202209040938593_41920_46080.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938219_202209040938405/patches_img1/tiles_202209040938219_16640_20160.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938219_202209040938405/patches_img2/tiles_202209040938405_16640_20160.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938219_202209040938405/patches_img1/tiles_202209040938219_42240_46720.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209040938219_202209040938405/patches_img2/tiles_202209040938405_42240_46720.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img1/tiles_202210190942078_22400_31040.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img2/tiles_202210190942261_22400_31040.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201604150935079/patches_img1/tiles_201604150935079_22400_26240.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201604150935079/patches_img1/tiles_201604150935079_13760_14720.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201307060936294/patches_img1/tiles_201307060936294_38400_38400.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img1/tiles_202210190942078_31040_36160.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img2/tiles_202210190942261_31040_36160.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201903240931489/patches_img1/tiles_201903240931489_04160_09600.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img1/tiles_202210190942078_15680_21760.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img2/tiles_202210190942261_15680_21760.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202106050946389/patches_img1/tiles_202106050946389_39360_42240.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209300938470_202209300939059/patches_img1/tiles_202209300938470_04800_05120.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202209300938470_202209300939059/patches_img2/tiles_202209300939059_04800_05120.PNG,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/201804260934590/patches_img1/tiles_201804260934590_00960_07680.PNG,,True
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img1/tiles_202210190942078_43520_45120.PNG,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/3_Zakynthos/202210190942078_202210190942261/patches_img2/tiles_202210190942261_43520_45120.PNG,True
