patch1,patch2,
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img1/tilesaug2_202107221109551_10880_05760.png,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img2/tilesaug2_202107221110373_10880_05760.png
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img1/tilesaug4_202107221109551_11520_05120.png,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img2/tilesaug4_202107221110373_11520_05120.png
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img1/tiles_202107221109551_18560_05440.png,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img2/tiles_202107221110373_18560_05440.png
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img1/tilesaug3_202107221109551_01600_08640.png,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img2/tilesaug3_202107221110373_01600_08640.png
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img1/tiles_202107221109551_14080_04800.png,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img2/tiles_202107221110373_14080_04800.png
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img1/tilesaug3_202107221109551_13440_05440.png,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img2/tilesaug3_202107221110373_13440_05440.png
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img1/tilesaug4_202107221109551_10880_06080.png,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img2/tilesaug4_202107221110373_10880_06080.png
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img1/tilesaug2_202107221109551_17920_05120.png,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img2/tilesaug2_202107221110373_17920_05120.png
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img1/tilesaug3_202107221109551_13440_04800.png,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img2/tilesaug3_202107221110373_13440_04800.png
/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img1/tilesaug3_202107221109551_16000_05120.png,/share/projects/cicero/objdet/dataset/CICERO_stereo/images/1_Varengeville_sur_Mer/202107221109551_202107221110373/patches_img2/tilesaug3_202107221110373_16000_05120.png
